id,failure
36931,0.567
36932,0.481
36933,0.571
36934,0.497
36935,0.444
36936,0.453
36937,0.581
36938,0.468
36939,0.479
36940,0.473
36941,0.635
36942,0.488
36943,0.465
36944,0.54
36945,0.394
36946,0.484
36947,0.525
36948,0.414
36949,0.589
36950,0.491
36951,0.486
36952,0.413
36953,0.568
36954,0.495
36955,0.481
36956,0.513
36957,0.593
36958,0.535
36959,0.381
36960,0.499
36961,0.533
36962,0.632
36963,0.458
36964,0.458
36965,0.4
36966,0.404
36967,0.588
36968,0.592
36969,0.506
36970,0.598
36971,0.599
36972,0.682
36973,0.45
36974,0.535
36975,0.474
36976,0.544
36977,0.495
36978,0.391
36979,0.649
36980,0.561
36981,0.551
36982,0.539
36983,0.506
36984,0.474
36985,0.48
36986,0.41
36987,0.449
36988,0.512
36989,0.578
36990,0.439
36991,0.482
36992,0.441
36993,0.515
36994,0.668
36995,0.572
36996,0.504
36997,0.436
36998,0.542
36999,0.391
37000,0.439
37001,0.47
37002,0.622
37003,0.442
37004,0.591
37005,0.479
37006,0.506
37007,0.526
37008,0.443
37009,0.466
37010,0.483
37011,0.473
37012,0.52
37013,0.527
37014,0.494
37015,0.535
37016,0.452
37017,0.6
37018,0.532
37019,0.374
37020,0.506
37021,0.557
37022,0.493
37023,0.476
37024,0.468
37025,0.475
37026,0.548
37027,0.468
37028,0.44
37029,0.583
37030,0.676
37031,0.736
37032,0.521
37033,0.424
37034,0.424
37035,0.521
37036,0.474
37037,0.386
37038,0.373
37039,0.456
37040,0.47
37041,0.453
37042,0.472
37043,0.618
37044,0.544
37045,0.425
37046,0.611
37047,0.531
37048,0.487
37049,0.396
37050,0.498
37051,0.457
37052,0.449
37053,0.534
37054,0.427
37055,0.502
37056,0.526
37057,0.41
37058,0.486
37059,0.435
37060,0.511
37061,0.44
37062,0.427
37063,0.424
37064,0.468
37065,0.613
37066,0.537
37067,0.494
37068,0.565
37069,0.489
37070,0.502
37071,0.485
37072,0.492
37073,0.381
37074,0.484
37075,0.606
37076,0.575
37077,0.508
37078,0.471
37079,0.532
37080,0.439
37081,0.486
37082,0.458
37083,0.533
37084,0.452
37085,0.391
37086,0.468
37087,0.502
37088,0.513
37089,0.575
37090,0.622
37091,0.401
37092,0.387
37093,0.422
37094,0.573
37095,0.543
37096,0.547
37097,0.42
37098,0.493
37099,0.581
37100,0.509
37101,0.556
37102,0.475
37103,0.394
37104,0.539
37105,0.49
37106,0.577
37107,0.48
37108,0.489
37109,0.581
37110,0.445
37111,0.399
37112,0.552
37113,0.384
37114,0.482
37115,0.583
37116,0.601
37117,0.556
37118,0.533
37119,0.455
37120,0.483
37121,0.536
37122,0.458
37123,0.562
37124,0.452
37125,0.585
37126,0.413
37127,0.551
37128,0.4
37129,0.572
37130,0.475
37131,0.541
37132,0.442
37133,0.464
37134,0.535
37135,0.504
37136,0.426
37137,0.492
37138,0.511
37139,0.474
37140,0.47
37141,0.457
37142,0.541
37143,0.555
37144,0.454
37145,0.516
37146,0.474
37147,0.537
37148,0.449
37149,0.509
37150,0.509
37151,0.492
37152,0.692
37153,0.395
37154,0.567
37155,0.476
37156,0.447
37157,0.447
37158,0.602
37159,0.387
37160,0.508
37161,0.514
37162,0.537
37163,0.527
37164,0.443
37165,0.456
37166,0.386
37167,0.476
37168,0.475
37169,0.547
37170,0.553
37171,0.397
37172,0.46
37173,0.73
37174,0.474
37175,0.421
37176,0.537
37177,0.574
37178,0.426
37179,0.524
37180,0.455
37181,0.545
37182,0.547
37183,0.413
37184,0.658
37185,0.455
37186,0.491
37187,0.424
37188,0.376
37189,0.396
37190,0.547
37191,0.48
37192,0.702
37193,0.585
37194,0.613
37195,0.437
37196,0.677
37197,0.542
37198,0.448
37199,0.471
37200,0.609
37201,0.53
37202,0.563
37203,0.437
37204,0.441
37205,0.517
37206,0.379
37207,0.387
37208,0.441
37209,0.577
37210,0.409
37211,0.46
37212,0.604
37213,0.384
37214,0.383
37215,0.382
37216,0.565
37217,0.539
37218,0.663
37219,0.517
37220,0.424
37221,0.434
37222,0.548
37223,0.467
37224,0.508
37225,0.615
37226,0.511
37227,0.412
37228,0.439
37229,0.592
37230,0.505
37231,0.544
37232,0.605
37233,0.694
37234,0.497
37235,0.42
37236,0.453
37237,0.516
37238,0.553
37239,0.568
37240,0.377
37241,0.527
37242,0.446
37243,0.586
37244,0.496
37245,0.412
37246,0.444
37247,0.637
37248,0.45
37249,0.495
37250,0.459
37251,0.45
37252,0.453
37253,0.472
37254,0.445
37255,0.461
37256,0.526
37257,0.716
37258,0.651
37259,0.449
37260,0.463
37261,0.472
37262,0.508
37263,0.411
37264,0.562
37265,0.514
37266,0.45
37267,0.454
37268,0.465
37269,0.582
37270,0.51
37271,0.591
37272,0.531
37273,0.6
37274,0.516
37275,0.487
37276,0.493
37277,0.409
37278,0.561
37279,0.526
37280,0.447
37281,0.501
37282,0.677
37283,0.619
37284,0.435
37285,0.428
37286,0.44
37287,0.459
37288,0.495
37289,0.512
37290,0.496
37291,0.537
37292,0.457
37293,0.599
37294,0.49
37295,0.531
37296,0.455
37297,0.441
37298,0.423
37299,0.575
37300,0.487
37301,0.505
37302,0.497
37303,0.448
37304,0.772
37305,0.411
37306,0.597
37307,0.411
37308,0.511
37309,0.671
37310,0.426
37311,0.479
37312,0.49
37313,0.683
37314,0.473
37315,0.372
37316,0.556
37317,0.407
37318,0.538
37319,0.399
37320,0.483
37321,0.624
37322,0.498
37323,0.486
37324,0.618
37325,0.476
37326,0.529
37327,0.456
37328,0.574
37329,0.465
37330,0.491
37331,0.576
37332,0.524
37333,0.534
37334,0.457
37335,0.396
37336,0.405
37337,0.557
37338,0.451
37339,0.385
37340,0.494
37341,0.55
37342,0.528
37343,0.413
37344,0.381
37345,0.466
37346,0.57
37347,0.523
37348,0.391
37349,0.545
37350,0.51
37351,0.52
37352,0.45
37353,0.528
37354,0.497
37355,0.474
37356,0.414
37357,0.414
37358,0.528
37359,0.46
37360,0.543
37361,0.393
37362,0.539
37363,0.612
37364,0.47
37365,0.479
37366,0.424
37367,0.461
37368,0.442
37369,0.616
37370,0.577
37371,0.404
37372,0.636
37373,0.439
37374,0.402
37375,0.591
37376,0.499
37377,0.56
37378,0.563
37379,0.378
37380,0.428
37381,0.482
37382,0.493
37383,0.49
37384,0.525
37385,0.569
37386,0.616
37387,0.443
37388,0.477
37389,0.595
37390,0.419
37391,0.536
37392,0.52
37393,0.516
37394,0.468
37395,0.495
37396,0.394
37397,0.62
37398,0.586
37399,0.481
37400,0.546
37401,0.553
37402,0.43
37403,0.652
37404,0.473
37405,0.482
37406,0.544
37407,0.436
37408,0.398
37409,0.527
37410,0.452
37411,0.486
37412,0.463
37413,0.739
37414,0.561
37415,0.483
37416,0.509
37417,0.498
37418,0.539
37419,0.566
37420,0.532
37421,0.536
37422,0.462
37423,0.534
37424,0.389
37425,0.398
37426,0.598
37427,0.59
37428,0.53
37429,0.52
37430,0.583
37431,0.631
37432,0.405
37433,0.516
37434,0.532
37435,0.698
37436,0.499
37437,0.457
37438,0.536
37439,0.599
37440,0.59
37441,0.584
37442,0.512
37443,0.482
37444,0.518
37445,0.514
37446,0.531
37447,0.43
37448,0.626
37449,0.482
37450,0.483
37451,0.422
37452,0.378
37453,0.5
37454,0.462
37455,0.468
37456,0.45
37457,0.552
37458,0.577
37459,0.491
37460,0.42
37461,0.402
37462,0.511
37463,0.407
37464,0.408
37465,0.417
37466,0.467
37467,0.45
37468,0.385
37469,0.524
37470,0.539
37471,0.507
37472,0.53
37473,0.544
37474,0.406
37475,0.557
37476,0.641
37477,0.482
37478,0.61
37479,0.618
37480,0.418
37481,0.406
37482,0.606
37483,0.563
37484,0.444
37485,0.5
37486,0.492
37487,0.472
37488,0.534
37489,0.447
37490,0.431
37491,0.391
37492,0.384
37493,0.428
37494,0.399
37495,0.5
37496,0.412
37497,0.63
37498,0.469
37499,0.451
37500,0.485
37501,0.635
37502,0.496
37503,0.653
37504,0.519
37505,0.453
37506,0.433
37507,0.622
37508,0.422
37509,0.449
37510,0.532
37511,0.41
37512,0.555
37513,0.452
37514,0.442
37515,0.478
37516,0.501
37517,0.47
37518,0.456
37519,0.599
37520,0.451
37521,0.451
37522,0.5
37523,0.495
37524,0.619
37525,0.571
37526,0.464
37527,0.457
37528,0.483
37529,0.57
37530,0.588
37531,0.63
37532,0.528
37533,0.531
37534,0.55
37535,0.371
37536,0.612
37537,0.462
37538,0.402
37539,0.542
37540,0.418
37541,0.538
37542,0.528
37543,0.519
37544,0.424
37545,0.582
37546,0.552
37547,0.531
37548,0.497
37549,0.416
37550,0.449
37551,0.522
37552,0.428
37553,0.422
37554,0.462
37555,0.498
37556,0.45
37557,0.536
37558,0.522
37559,0.462
37560,0.451
37561,0.497
37562,0.437
37563,0.428
37564,0.49
37565,0.454
37566,0.447
37567,0.5
37568,0.564
37569,0.487
37570,0.527
37571,0.451
37572,0.704
37573,0.477
37574,0.473
37575,0.65
37576,0.516
37577,0.553
37578,0.532
37579,0.504
37580,0.469
37581,0.456
37582,0.57
37583,0.464
37584,0.446
37585,0.457
37586,0.566
37587,0.471
37588,0.505
37589,0.609
37590,0.554
37591,0.44
37592,0.562
37593,0.41
37594,0.454
37595,0.428
37596,0.516
37597,0.443
37598,0.426
37599,0.489
37600,0.418
37601,0.542
37602,0.551
37603,0.432
37604,0.582
37605,0.525
37606,0.496
37607,0.409
37608,0.507
37609,0.546
37610,0.699
37611,0.423
37612,0.351
37613,0.505
37614,0.457
37615,0.49
37616,0.456
37617,0.417
37618,0.433
37619,0.48
37620,0.514
37621,0.513
37622,0.554
37623,0.496
37624,0.494
37625,0.528
37626,0.47
37627,0.399
37628,0.498
37629,0.449
37630,0.502
37631,0.534
37632,0.486
37633,0.43
37634,0.656
37635,0.393
37636,0.491
37637,0.475
37638,0.481
37639,0.555
37640,0.356
37641,0.437
37642,0.486
37643,0.405
37644,0.676
37645,0.456
37646,0.486
37647,0.635
37648,0.431
37649,0.406
37650,0.57
37651,0.424
37652,0.515
37653,0.455
37654,0.465
37655,0.424
37656,0.708
37657,0.462
37658,0.575
37659,0.514
37660,0.62
37661,0.466
37662,0.609
37663,0.471
37664,0.484
37665,0.604
37666,0.628
37667,0.626
37668,0.496
37669,0.596
37670,0.475
37671,0.492
37672,0.447
37673,0.397
37674,0.423
37675,0.588
37676,0.442
37677,0.467
37678,0.367
37679,0.441
37680,0.469
37681,0.422
37682,0.495
37683,0.534
37684,0.623
37685,0.55
37686,0.416
37687,0.557
37688,0.524
37689,0.502
37690,0.63
37691,0.535
37692,0.521
37693,0.402
37694,0.555
37695,0.424
37696,0.534
37697,0.49
37698,0.545
37699,0.532
37700,0.591
37701,0.71
37702,0.645
37703,0.48
37704,0.542
37705,0.469
37706,0.526
37707,0.498
37708,0.46
37709,0.496
37710,0.544
37711,0.518
37712,0.474
37713,0.496
37714,0.449
37715,0.474
37716,0.461
37717,0.451
37718,0.634
37719,0.428
37720,0.637
37721,0.56
37722,0.468
37723,0.475
37724,0.539
37725,0.559
37726,0.448
37727,0.396
37728,0.535
37729,0.517
37730,0.496
37731,0.603
37732,0.424
37733,0.508
37734,0.49
37735,0.402
37736,0.493
37737,0.507
37738,0.425
37739,0.646
37740,0.491
37741,0.428
37742,0.479
37743,0.585
37744,0.504
37745,0.434
37746,0.463
37747,0.623
37748,0.544
37749,0.548
37750,0.487
37751,0.474
37752,0.453
37753,0.449
37754,0.412
37755,0.581
37756,0.588
37757,0.502
37758,0.473
37759,0.469
37760,0.426
37761,0.653
37762,0.459
37763,0.555
37764,0.431
37765,0.389
37766,0.478
37767,0.46
37768,0.558
37769,0.488
37770,0.475
37771,0.584
37772,0.478
37773,0.599
37774,0.613
37775,0.457
37776,0.414
37777,0.46
37778,0.418
37779,0.599
37780,0.413
37781,0.45
37782,0.376
37783,0.592
37784,0.414
37785,0.402
37786,0.472
37787,0.549
37788,0.4
37789,0.479
37790,0.53
37791,0.517
37792,0.621
37793,0.454
37794,0.511
37795,0.521
37796,0.492
37797,0.609
37798,0.392
37799,0.433
37800,0.581
37801,0.489
37802,0.401
37803,0.5
37804,0.478
37805,0.615
37806,0.534
37807,0.378
37808,0.503
37809,0.387
37810,0.434
37811,0.602
37812,0.571
37813,0.495
37814,0.421
37815,0.562
37816,0.578
37817,0.464
37818,0.408
37819,0.596
37820,0.504
37821,0.583
37822,0.493
37823,0.538
37824,0.542
37825,0.716
37826,0.557
37827,0.441
37828,0.554
37829,0.412
37830,0.562
37831,0.415
37832,0.42
37833,0.407
37834,0.484
37835,0.489
37836,0.403
37837,0.458
37838,0.628
37839,0.459
37840,0.52
37841,0.461
37842,0.423
37843,0.547
37844,0.476
37845,0.415
37846,0.492
37847,0.618
37848,0.488
37849,0.511
37850,0.636
37851,0.681
37852,0.561
37853,0.474
37854,0.495
37855,0.384
37856,0.51
37857,0.365
37858,0.564
37859,0.531
37860,0.463
37861,0.569
37862,0.639
37863,0.555
37864,0.521
37865,0.638
37866,0.409
37867,0.467
37868,0.513
37869,0.496
37870,0.535
37871,0.467
37872,0.575
37873,0.43
37874,0.591
37875,0.574
37876,0.717
37877,0.433
37878,0.365
37879,0.524
37880,0.593
37881,0.682
37882,0.445
37883,0.504
37884,0.62
37885,0.441
37886,0.408
37887,0.503
37888,0.412
37889,0.493
37890,0.535
37891,0.495
37892,0.496
37893,0.573
37894,0.502
37895,0.433
37896,0.447
37897,0.529
37898,0.486
37899,0.435
37900,0.435
37901,0.493
37902,0.581
37903,0.491
37904,0.544
37905,0.419
37906,0.396
37907,0.483
37908,0.515
37909,0.439
37910,0.463
37911,0.382
37912,0.511
37913,0.364
37914,0.513
37915,0.579
37916,0.619
37917,0.44
37918,0.47
37919,0.667
37920,0.406
37921,0.549
37922,0.456
37923,0.632
37924,0.428
37925,0.636
37926,0.499
37927,0.523
37928,0.467
37929,0.602
37930,0.49
37931,0.504
37932,0.627
37933,0.355
37934,0.561
37935,0.387
37936,0.426
37937,0.526
37938,0.37
37939,0.565
37940,0.548
37941,0.58
37942,0.382
37943,0.449
37944,0.463
37945,0.463
37946,0.46
37947,0.499
37948,0.457
37949,0.558
37950,0.442
37951,0.489
37952,0.522
37953,0.482
37954,0.539
37955,0.543
37956,0.479
37957,0.473
37958,0.499
37959,0.542
37960,0.451
37961,0.383
37962,0.419
37963,0.506
37964,0.434
37965,0.585
37966,0.478
37967,0.492
37968,0.441
37969,0.421
37970,0.53
37971,0.494
37972,0.442
37973,0.486
37974,0.433
37975,0.424
37976,0.429
37977,0.572
37978,0.572
37979,0.449
37980,0.474
37981,0.425
37982,0.465
37983,0.562
37984,0.463
37985,0.491
37986,0.527
37987,0.452
37988,0.466
37989,0.645
37990,0.573
37991,0.481
37992,0.445
37993,0.427
37994,0.475
37995,0.554
37996,0.392
37997,0.48
37998,0.531
37999,0.543
38000,0.476
38001,0.453
38002,0.573
38003,0.53
38004,0.454
38005,0.498
38006,0.505
38007,0.412
38008,0.662
38009,0.422
38010,0.558
38011,0.545
38012,0.407
38013,0.581
38014,0.414
38015,0.509
38016,0.486
38017,0.558
38018,0.511
38019,0.549
38020,0.422
38021,0.568
38022,0.447
38023,0.542
38024,0.505
38025,0.52
38026,0.45
38027,0.426
38028,0.458
38029,0.613
38030,0.451
38031,0.463
38032,0.471
38033,0.522
38034,0.475
38035,0.435
38036,0.753
38037,0.439
38038,0.434
38039,0.523
38040,0.492
38041,0.498
38042,0.52
38043,0.606
38044,0.5
38045,0.682
38046,0.525
38047,0.401
38048,0.383
38049,0.465
38050,0.712
38051,0.397
38052,0.491
38053,0.402
38054,0.502
38055,0.458
38056,0.374
38057,0.439
38058,0.457
38059,0.449
38060,0.421
38061,0.453
38062,0.384
38063,0.402
38064,0.533
38065,0.509
38066,0.505
38067,0.402
38068,0.509
38069,0.466
38070,0.523
38071,0.437
38072,0.536
38073,0.48
38074,0.456
38075,0.551
38076,0.468
38077,0.435
38078,0.459
38079,0.525
38080,0.547
38081,0.563
38082,0.437
38083,0.523
38084,0.508
38085,0.504
38086,0.587
38087,0.469
38088,0.568
38089,0.519
38090,0.472
38091,0.499
38092,0.475
38093,0.48
38094,0.501
38095,0.474
38096,0.616
38097,0.442
38098,0.531
38099,0.526
38100,0.501
38101,0.513
38102,0.464
38103,0.52
38104,0.405
38105,0.399
38106,0.51
38107,0.593
38108,0.512
38109,0.431
38110,0.479
38111,0.444
38112,0.603
38113,0.53
38114,0.448
38115,0.578
38116,0.429
38117,0.435
38118,0.448
38119,0.43
38120,0.428
38121,0.455
38122,0.414
38123,0.419
38124,0.49
38125,0.456
38126,0.511
38127,0.556
38128,0.697
38129,0.529
38130,0.552
38131,0.465
38132,0.448
38133,0.458
38134,0.485
38135,0.459
38136,0.499
38137,0.364
38138,0.546
38139,0.521
38140,0.566
38141,0.515
38142,0.583
38143,0.473
38144,0.395
38145,0.527
38146,0.533
38147,0.466
38148,0.512
38149,0.584
38150,0.387
38151,0.544
38152,0.584
38153,0.368
38154,0.437
38155,0.569
38156,0.423
38157,0.586
38158,0.534
38159,0.631
38160,0.479
38161,0.659
38162,0.433
38163,0.406
38164,0.557
38165,0.629
38166,0.56
38167,0.619
38168,0.47
38169,0.521
38170,0.484
38171,0.372
38172,0.434
38173,0.421
38174,0.477
38175,0.451
38176,0.44
38177,0.489
38178,0.596
38179,0.445
38180,0.433
38181,0.464
38182,0.43
38183,0.519
38184,0.48
38185,0.555
38186,0.446
38187,0.476
38188,0.438
38189,0.549
38190,0.627
38191,0.451
38192,0.586
38193,0.476
38194,0.419
38195,0.502
38196,0.485
38197,0.442
38198,0.563
38199,0.44
38200,0.414
38201,0.536
38202,0.499
38203,0.449
38204,0.521
38205,0.751
38206,0.488
38207,0.512
38208,0.467
38209,0.403
38210,0.502
38211,0.537
38212,0.457
38213,0.523
38214,0.432
38215,0.458
38216,0.516
38217,0.371
38218,0.509
38219,0.555
38220,0.376
38221,0.338
38222,0.482
38223,0.457
38224,0.557
38225,0.42
38226,0.515
38227,0.72
38228,0.515
38229,0.421
38230,0.552
38231,0.595
38232,0.437
38233,0.419
38234,0.556
38235,0.466
38236,0.444
38237,0.423
38238,0.598
38239,0.457
38240,0.659
38241,0.394
38242,0.439
38243,0.407
38244,0.495
38245,0.539
38246,0.597
38247,0.514
38248,0.569
38249,0.522
38250,0.451
38251,0.456
38252,0.604
38253,0.456
38254,0.456
38255,0.538
38256,0.51
38257,0.417
38258,0.439
38259,0.568
38260,0.483
38261,0.432
38262,0.581
38263,0.395
38264,0.449
38265,0.395
38266,0.476
38267,0.523
38268,0.514
38269,0.575
38270,0.465
38271,0.496
38272,0.482
38273,0.505
38274,0.605
38275,0.424
38276,0.477
38277,0.583
38278,0.477
38279,0.531
38280,0.595
38281,0.536
38282,0.401
38283,0.515
38284,0.624
38285,0.388
38286,0.46
38287,0.516
38288,0.477
38289,0.652
38290,0.512
38291,0.5
38292,0.447
38293,0.369
38294,0.524
38295,0.504
38296,0.49
38297,0.413
38298,0.537
38299,0.436
38300,0.416
38301,0.659
38302,0.471
38303,0.438
38304,0.466
38305,0.501
38306,0.458
38307,0.582
38308,0.589
38309,0.493
38310,0.431
38311,0.555
38312,0.403
38313,0.535
38314,0.489
38315,0.512
38316,0.535
38317,0.547
38318,0.497
38319,0.522
38320,0.449
38321,0.427
38322,0.502
38323,0.435
38324,0.441
38325,0.738
38326,0.381
38327,0.473
38328,0.569
38329,0.546
38330,0.437
38331,0.617
38332,0.498
38333,0.493
38334,0.424
38335,0.428
38336,0.574
38337,0.551
38338,0.481
38339,0.511
38340,0.473
38341,0.442
38342,0.51
38343,0.489
38344,0.497
38345,0.542
38346,0.399
38347,0.4
38348,0.483
38349,0.51
38350,0.488
38351,0.612
38352,0.603
38353,0.537
38354,0.449
38355,0.56
38356,0.383
38357,0.589
38358,0.399
38359,0.415
38360,0.573
38361,0.433
38362,0.5
38363,0.436
38364,0.542
38365,0.572
38366,0.469
38367,0.571
38368,0.519
38369,0.562
38370,0.424
38371,0.465
38372,0.428
38373,0.454
38374,0.38
38375,0.55
38376,0.433
38377,0.476
38378,0.392
38379,0.43
38380,0.532
38381,0.513
38382,0.513
38383,0.557
38384,0.438
38385,0.586
38386,0.523
38387,0.451
38388,0.534
38389,0.591
38390,0.587
38391,0.428
38392,0.488
38393,0.438
38394,0.48
38395,0.412
38396,0.504
38397,0.5
38398,0.574
38399,0.443
38400,0.609
38401,0.572
38402,0.446
38403,0.461
38404,0.454
38405,0.529
38406,0.557
38407,0.446
38408,0.435
38409,0.483
38410,0.521
38411,0.419
38412,0.726
38413,0.513
38414,0.462
38415,0.416
38416,0.435
38417,0.532
38418,0.467
38419,0.426
38420,0.502
38421,0.582
38422,0.462
38423,0.462
38424,0.403
38425,0.487
38426,0.412
38427,0.536
38428,0.485
38429,0.461
38430,0.514
38431,0.486
38432,0.446
38433,0.493
38434,0.476
38435,0.541
38436,0.48
38437,0.639
38438,0.62
38439,0.462
38440,0.431
38441,0.569
38442,0.482
38443,0.506
38444,0.652
38445,0.458
38446,0.611
38447,0.527
38448,0.498
38449,0.376
38450,0.41
38451,0.411
38452,0.516
38453,0.529
38454,0.679
38455,0.528
38456,0.545
38457,0.63
38458,0.555
38459,0.548
38460,0.574
38461,0.492
38462,0.436
38463,0.467
38464,0.471
38465,0.449
38466,0.602
38467,0.484
38468,0.526
38469,0.536
38470,0.431
38471,0.466
38472,0.432
38473,0.452
38474,0.58
38475,0.591
38476,0.448
38477,0.436
38478,0.471
38479,0.463
38480,0.584
38481,0.434
38482,0.77
38483,0.492
38484,0.657
38485,0.475
38486,0.546
38487,0.421
38488,0.422
38489,0.474
38490,0.48
38491,0.827
38492,0.617
38493,0.467
38494,0.604
38495,0.661
38496,0.497
38497,0.478
38498,0.478
38499,0.477
38500,0.559
38501,0.386
38502,0.525
38503,0.523
38504,0.412
38505,0.407
38506,0.576
38507,0.445
38508,0.43
38509,0.494
38510,0.477
38511,0.532
38512,0.504
38513,0.513
38514,0.535
38515,0.382
38516,0.471
38517,0.574
38518,0.572
38519,0.519
38520,0.514
38521,0.507
38522,0.452
38523,0.572
38524,0.515
38525,0.649
38526,0.588
38527,0.479
38528,0.403
38529,0.567
38530,0.502
38531,0.475
38532,0.394
38533,0.499
38534,0.493
38535,0.445
38536,0.64
38537,0.478
38538,0.476
38539,0.65
38540,0.432
38541,0.432
38542,0.491
38543,0.415
38544,0.413
38545,0.464
38546,0.543
38547,0.419
38548,0.445
38549,0.467
38550,0.453
38551,0.522
38552,0.416
38553,0.469
38554,0.473
38555,0.486
38556,0.554
38557,0.455
38558,0.427
38559,0.638
38560,0.534
38561,0.525
38562,0.587
38563,0.384
38564,0.601
38565,0.431
38566,0.473
38567,0.493
38568,0.43
38569,0.634
38570,0.525
38571,0.515
38572,0.501
38573,0.447
38574,0.487
38575,0.528
38576,0.447
38577,0.444
38578,0.555
38579,0.379
38580,0.583
38581,0.503
38582,0.439
38583,0.475
38584,0.667
38585,0.515
38586,0.453
38587,0.447
38588,0.56
38589,0.509
38590,0.451
38591,0.428
38592,0.446
38593,0.583
38594,0.621
38595,0.451
38596,0.549
38597,0.423
38598,0.554
38599,0.579
38600,0.46
38601,0.525
38602,0.444
38603,0.429
38604,0.394
38605,0.444
38606,0.502
38607,0.526
38608,0.419
38609,0.501
38610,0.509
38611,0.661
38612,0.627
38613,0.452
38614,0.538
38615,0.432
38616,0.476
38617,0.551
38618,0.34
38619,0.5
38620,0.571
38621,0.617
38622,0.485
38623,0.587
38624,0.425
38625,0.429
38626,0.587
38627,0.462
38628,0.475
38629,0.539
38630,0.442
38631,0.484
38632,0.464
38633,0.419
38634,0.631
38635,0.465
38636,0.482
38637,0.536
38638,0.495
38639,0.491
38640,0.415
38641,0.473
38642,0.507
38643,0.47
38644,0.535
38645,0.438
38646,0.432
38647,0.552
38648,0.446
38649,0.511
38650,0.389
38651,0.593
38652,0.536
38653,0.409
38654,0.528
38655,0.541
38656,0.548
38657,0.432
38658,0.426
38659,0.443
38660,0.574
38661,0.49
38662,0.403
38663,0.546
38664,0.418
38665,0.58
38666,0.602
38667,0.443
38668,0.393
38669,0.406
38670,0.613
38671,0.528
38672,0.485
38673,0.514
38674,0.615
38675,0.49
38676,0.488
38677,0.498
38678,0.491
38679,0.46
38680,0.565
38681,0.553
38682,0.619
38683,0.374
38684,0.472
38685,0.501
38686,0.6
38687,0.58
38688,0.507
38689,0.555
38690,0.45
38691,0.5
38692,0.463
38693,0.483
38694,0.506
38695,0.535
38696,0.483
38697,0.532
38698,0.438
38699,0.437
38700,0.398
38701,0.461
38702,0.666
38703,0.539
38704,0.376
38705,0.486
38706,0.505
38707,0.55
38708,0.417
38709,0.496
38710,0.447
38711,0.48
38712,0.454
38713,0.556
38714,0.467
38715,0.428
38716,0.459
38717,0.44
38718,0.649
38719,0.457
38720,0.628
38721,0.493
38722,0.705
38723,0.452
38724,0.476
38725,0.402
38726,0.425
38727,0.625
38728,0.487
38729,0.484
38730,0.515
38731,0.366
38732,0.562
38733,0.662
38734,0.389
38735,0.464
38736,0.527
38737,0.462
38738,0.468
38739,0.459
38740,0.506
38741,0.428
38742,0.488
38743,0.514
38744,0.414
38745,0.532
38746,0.466
38747,0.516
38748,0.466
38749,0.444
38750,0.428
38751,0.42
38752,0.623
38753,0.537
38754,0.596
38755,0.424
38756,0.682
38757,0.486
38758,0.502
38759,0.419
38760,0.506
38761,0.433
38762,0.451
38763,0.548
38764,0.613
38765,0.515
38766,0.482
38767,0.427
38768,0.559
38769,0.507
38770,0.466
38771,0.43
38772,0.429
38773,0.631
38774,0.545
38775,0.534
38776,0.465
38777,0.458
38778,0.407
38779,0.579
38780,0.66
38781,0.463
38782,0.487
38783,0.562
38784,0.447
38785,0.489
38786,0.408
38787,0.473
38788,0.501
38789,0.613
38790,0.415
38791,0.567
38792,0.429
38793,0.44
38794,0.547
38795,0.415
38796,0.397
38797,0.331
38798,0.559
38799,0.656
38800,0.477
38801,0.549
38802,0.446
38803,0.518
38804,0.459
38805,0.515
38806,0.59
38807,0.547
38808,0.584
38809,0.448
38810,0.486
38811,0.514
38812,0.41
38813,0.42
38814,0.465
38815,0.507
38816,0.626
38817,0.427
38818,0.467
38819,0.532
38820,0.533
38821,0.419
38822,0.469
38823,0.422
38824,0.546
38825,0.489
38826,0.49
38827,0.548
38828,0.593
38829,0.478
38830,0.603
38831,0.474
38832,0.512
38833,0.473
38834,0.44
38835,0.477
38836,0.559
38837,0.46
38838,0.526
38839,0.54
38840,0.507
38841,0.545
38842,0.625
38843,0.602
38844,0.5
38845,0.616
38846,0.576
38847,0.419
38848,0.494
38849,0.54
38850,0.424
38851,0.559
38852,0.441
38853,0.585
38854,0.487
38855,0.512
38856,0.412
38857,0.532
38858,0.461
38859,0.375
38860,0.552
38861,0.477
38862,0.433
38863,0.565
38864,0.422
38865,0.549
38866,0.547
38867,0.602
38868,0.532
38869,0.541
38870,0.405
38871,0.541
38872,0.502
38873,0.452
38874,0.438
38875,0.534
38876,0.408
38877,0.501
38878,0.474
38879,0.392
38880,0.503
38881,0.497
38882,0.49
38883,0.503
38884,0.416
38885,0.514
38886,0.476
38887,0.473
38888,0.583
38889,0.508
38890,0.671
38891,0.491
38892,0.503
38893,0.516
38894,0.467
38895,0.569
38896,0.71
38897,0.428
38898,0.451
38899,0.443
38900,0.485
38901,0.541
38902,0.495
38903,0.503
38904,0.48
38905,0.507
38906,0.455
38907,0.56
38908,0.48
38909,0.413
38910,0.52
38911,0.492
38912,0.565
38913,0.519
38914,0.434
38915,0.436
38916,0.642
38917,0.432
38918,0.419
38919,0.358
38920,0.514
38921,0.51
38922,0.44
38923,0.515
38924,0.506
38925,0.462
38926,0.495
38927,0.536
38928,0.52
38929,0.576
